
16,16.869699,16000000
16,109.514036,96000000
2,1.072701,16000000
2,2.407068,32000000
2,2.188924,32000000
16,33.901840,32000000
2,2.166771,32000000
2,2.172952,32000000
2,2.410045,32000000
2,2.184134,32000000
2,2.303856,32000000
2,2.165747,32000000
2,2.163471,32000000
2,2.161825,32000000
2,2.199968,32000000
2,2.165680,32000000
2,2.209886,32000000
2,2.183594,32000000
4,5.174668,32000000
4,5.771412,32000000
4,5.501499,32000000
4,5.683966,32000000
4,5.669415,32000000
4,5.587061,32000000
4,5.766837,32000000
4,5.771424,32000000
4,5.813992,32000000
4,5.834752,32000000
8,28.458484,32000000
8,28.391420,32000000
8,29.668205,32000000
8,28.999562,32000000
8,29.301359,32000000
8,28.439548,32000000
8,29.152559,32000000
8,27.389959,32000000
8,27.387197,32000000
8,28.055799,32000000
16,36.476207,32000000
16,32.645730,32000000
16,36.026215,32000000
16,34.892226,32000000
16,34.453000,32000000
16,33.751210,32000000
16,33.181353,32000000
16,32.508807,32000000
16,35.518695,32000000
16,35.728915,32000000
